pub_date	title	venue	excerpt	citation	url_slug	paper_url
2015-06-29	Characterisation and modelling of Mg doped ZnO TFTs	2015 11th Conference on Ph. D. Research in Microelectronics and Electronics (PRIME)		"A. Shaw, C. Gao, J. D. Jin, I. Z. Mitrovic and S. Hall, ""Characterisation and modelling of Mg doped ZnO TFTs,"" 2015 11th Conference on Ph.D. Research in Microelectronics and Electronics (PRIME), 2015, pp. 153-156, doi: 10.1109/PRIME.2015.7251357."	PRIME2015	https://livrepository.liverpool.ac.uk/3005787/1/A%20Shaw%20PRIME%20final.pdf
